data_compra;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;hora_compra;quantidade;valor_total;forma_pagamento
2025-12-26;258;Belo Horizonte;Fernando Alves;Notebook;David Natividad;Masculino;06:25:40;4;14000,0;Boleto
2025-12-26;761;São Paulo;Lucas Silva;Smartwatch;Pauline Koenig;Feminino;22:29:44;5;4000,0;Boleto
2025-12-26;1290;Rio de Janeiro;Carla Souza;Smartphone;Eric Holman;Masculino;14:43:48;4;6000,0;Pix
2025-12-26;1542;Porto Alegre;Rafael Oliveira;Smartphone;Carole Gongalves;Feminino;01:38:49;3;4500,0;Pix
2025-12-26;1697;Rio de Janeiro;Carla Souza;Notebook;Joshua Byrd;Feminino;06:24:50;2;7000,0;Dinheiro
2025-12-27;422;Rio de Janeiro;Bruno Costa;Smartwatch;Dulce Wilson;Masculino;01:27:41;2;1600,0;Boleto
2025-12-27;792;Salvador;Juliana Santos;Tablet;Hugh Hooker;Feminino;22:51:44;1;1200,0;Cartão de Crédito
2025-12-27;1221;Belo Horizonte;Fernando Alves;Fone de Ouvido;Ramona Hill;Feminino;16:29:47;2;500,0;Dinheiro
2025-12-27;1318;Porto Alegre;Mariana Lima;Smartwatch;Sandra Ortiz;Feminino;04:08:48;1;800,0;Cartão de Crédito
2025-12-27;1527;Porto Alegre;Rafael Oliveira;Fone de Ouvido;James Sheeran;Feminino;19:18:49;4;1000,0;Pix
2025-12-27;1568;São Paulo;Lucas Silva;Fone de Ouvido;Richard Wood;Feminino;14:28:49;4;1000,0;Cartão de Crédito
2025-12-27;1868;São Paulo;Aline Maria;Fone de Ouvido;Rachel Wells;Masculino;19:37:51;2;500,0;Pix
2025-12-28;1057;Belo Horizonte;Ana Paula;Notebook;Clifford Haley;Masculino;19:15:45;5;17500,0;Boleto
2025-12-28;1068;Salvador;Thiago Pereira;Smartwatch;Elias Flye;Feminino;21:02:45;2;1600,0;Cartão de Crédito
2025-12-28;1459;Porto Alegre;Rafael Oliveira;Smartwatch;William Anderson;Feminino;03:12:49;5;4000,0;Dinheiro
2025-12-28;1790;Porto Alegre;Rafael Oliveira;Tablet;Alline Langford;Masculino;04:59:51;1;1200,0;Boleto
2025-12-28;1977;São Paulo;Aline Maria;Notebook;Robert Kesler;Masculino;06:07:52;1;3500,0;Dinheiro
2025-12-29;600;Salvador;Juliana Santos;Smartphone;Erica Delbosque;Feminino;20:50:42;1;1500,0;Boleto
2025-12-29;706;Salvador;Juliana Santos;Smartwatch;Yvonne Smith;Masculino;14:07:43;4;3200,0;Pix
2025-12-30;379;Rio de Janeiro;Bruno Costa;Smartphone;Sylvia Bourdier;Feminino;00:57:41;5;7500,0;Boleto
2025-12-30;392;Porto Alegre;Mariana Lima;Tablet;Maria Grigsby;Masculino;00:37:41;2;2400,0;Cartão de Crédito
2025-12-30;694;Rio de Janeiro;Bruno Costa;Smartphone;James Brown;Masculino;20:29:43;2;3000,0;Pix
2025-12-30;1385;Porto Alegre;Mariana Lima;Smartphone;James Alonso;Masculino;21:52:48;4;6000,0;Pix
2025-12-30;1521;Salvador;Thiago Pereira;Tablet;David Mercer;Masculino;15:30:49;2;2400,0;Boleto
2025-12-30;1616;São Paulo;Lucas Silva;Smartphone;Mathew Walker;Feminino;08:16:50;4;6000,0;Boleto
2025-12-30;1705;São Paulo;Aline Maria;Tablet;Darrell Mccoy;Masculino;09:12:50;5;6000,0;Pix
2025-12-30;1754;Porto Alegre;Mariana Lima;Smartwatch;Geri Rupp;Masculino;21:16:50;1;800,0;Cartão de Crédito
2025-12-30;1994;Rio de Janeiro;Carla Souza;Notebook;Anthony Rodriguez;Masculino;19:57:52;4;14000,0;Pix
2025-12-31;41;Rio de Janeiro;Carla Souza;Notebook;Ronald Robinson;Masculino;14:27:39;3;10500,0;Cartão de Crédito
2025-12-31;246;Salvador;Thiago Pereira;Notebook;Jose Merrill;Masculino;17:24:40;1;3500,0;Cartão de Crédito
2025-12-31;364;Salvador;Juliana Santos;Fone de Ouvido;Linda Parker;Masculino;15:47:41;2;500,0;Boleto
2025-12-31;457;São Paulo;Lucas Silva;Notebook;Walter Klouda;Masculino;10:37:41;2;7000,0;Boleto
2025-12-31;1131;Salvador;Juliana Santos;Notebook;Juana Ballinger;Feminino;16:49:46;1;3500,0;Cartão de Crédito
2025-12-31;1468;Salvador;Juliana Santos;Smartwatch;Joseph Litzenberger;Feminino;11:48:49;3;2400,0;Boleto
2025-12-31;1533;Rio de Janeiro;Carla Souza;Tablet;Mary Williams;Feminino;07:22:49;5;6000,0;Cartão de Crédito
2025-12-31;1749;Belo Horizonte;Ana Paula;Fone de Ouvido;Doris Krampitz;Feminino;05:02:50;5;1250,0;Dinheiro
2026-01-01;12;Porto Alegre;Rafael Oliveira;Notebook;Mary Lawton;Feminino;00:05:39;5;17500,0;Pix
2026-01-01;269;Salvador;Thiago Pereira;Smartwatch;Elizabeth Palmer;Masculino;14:24:40;5;4000,0;Cartão de Crédito
2026-01-01;474;Rio de Janeiro;Carla Souza;Smartwatch;Scott Bethea;Feminino;16:35:42;5;4000,0;Boleto
2026-01-01;999;Rio de Janeiro;Carla Souza;Smartphone;Carol Whittington;Feminino;21:17:45;2;3000,0;Dinheiro
2026-01-01;1094;São Paulo;Aline Maria;Smartwatch;Sandra Marugg;Masculino;12:29:46;5;4000,0;Cartão de Crédito
2026-01-01;1341;São Paulo;Aline Maria;Smartphone;Jo Wells;Masculino;10:31:48;1;1500,0;Boleto
2026-01-02;50;Porto Alegre;Rafael Oliveira;Notebook;Barbara Nelson;Feminino;07:01:39;1;3500,0;Dinheiro
2026-01-02;1144;Rio de Janeiro;Bruno Costa;Smartwatch;Karen Bussey;Feminino;04:14:46;3;2400,0;Cartão de Crédito
2026-01-02;1356;Belo Horizonte;Fernando Alves;Fone de Ouvido;Benjamin Hollendonner;Feminino;01:11:48;4;1000,0;Boleto
2026-01-02;1491;São Paulo;Lucas Silva;Smartwatch;Susan Cruz;Masculino;08:34:49;2;1600,0;Pix
2026-01-03;8;Belo Horizonte;Fernando Alves;Smartwatch;James Perez;Feminino;05:53:39;3;2400,0;Pix
2026-01-03;261;Belo Horizonte;Fernando Alves;Fone de Ouvido;Erica Doan;Feminino;11:20:40;5;1250,0;Pix
2026-01-03;526;Rio de Janeiro;Bruno Costa;Fone de Ouvido;Bobby Kelley;Feminino;18:24:42;5;1250,0;Boleto
2026-01-03;667;Porto Alegre;Rafael Oliveira;Smartphone;Crystal Wilson;Masculino;08:26:43;5;7500,0;Pix
2026-01-03;1044;Rio de Janeiro;Carla Souza;Smartphone;Noah Schweizer;Masculino;15:16:45;3;4500,0;Dinheiro
2026-01-03;1106;Salvador;Thiago Pereira;Notebook;Brenda Thomas;Masculino;02:05:46;3;10500,0;Pix
2026-01-03;1319;Porto Alegre;Mariana Lima;Smartphone;Leo Hamilton;Feminino;23:09:48;5;7500,0;Dinheiro
2026-01-03;1649;Salvador;Thiago Pereira;Smartphone;Lisa Kendrick;Feminino;02:52:50;2;3000,0;Pix
2026-01-04;98;Rio de Janeiro;Carla Souza;Notebook;Bruno Carlson;Masculino;20:56:39;5;17500,0;Pix
2026-01-04;361;Belo Horizonte;Fernando Alves;Tablet;John Reel;Masculino;05:05:41;3;3600,0;Dinheiro
2026-01-04;394;Rio de Janeiro;Carla Souza;Smartphone;Stephanie Ragsdale;Feminino;16:53:41;3;4500,0;Cartão de Crédito
2026-01-04;531;Porto Alegre;Rafael Oliveira;Tablet;Jimmy Castilo;Feminino;20:09:42;2;2400,0;Cartão de Crédito
2026-01-04;1019;Salvador;Juliana Santos;Notebook;Lisa Mccurdy;Masculino;22:00:45;2;7000,0;Dinheiro
2026-01-04;1424;Salvador;Thiago Pereira;Smartwatch;Maxine Scroggins;Feminino;23:03:48;2;1600,0;Boleto
2026-01-05;29;Belo Horizonte;Fernando Alves;Smartwatch;Thomas Harper;Feminino;13:31:39;3;2400,0;Cartão de Crédito
2026-01-05;109;Belo Horizonte;Fernando Alves;Smartwatch;Eugenia Anderson;Masculino;03:26:39;2;1600,0;Pix
2026-01-05;283;Salvador;Juliana Santos;Fone de Ouvido;Joe Rodriguez;Masculino;07:20:40;5;1250,0;Cartão de Crédito
2026-01-05;731;São Paulo;Lucas Silva;Fone de Ouvido;Daisy Grammer;Masculino;06:45:43;1;250,0;Cartão de Crédito
2026-01-05;829;São Paulo;Aline Maria;Smartwatch;Deborah Alexandra;Feminino;14:57:44;4;3200,0;Cartão de Crédito
2026-01-05;895;São Paulo;Lucas Silva;Smartwatch;Jeanette Diberardino;Masculino;22:20:44;1;800,0;Boleto
2026-01-05;993;Salvador;Thiago Pereira;Notebook;Bernice Kirksey;Feminino;06:02:45;4;14000,0;Pix
2026-01-05;1247;São Paulo;Aline Maria;Notebook;Todd Estler;Masculino;06:54:47;1;3500,0;Boleto
2026-01-05;1349;São Paulo;Aline Maria;Smartphone;Opal Farmer;Masculino;22:12:48;4;6000,0;Boleto
2026-01-05;1475;Porto Alegre;Mariana Lima;Fone de Ouvido;Wallace Westgate;Feminino;14:13:49;2;500,0;Boleto
2026-01-06;143;Rio de Janeiro;Carla Souza;Tablet;Heather Ramsey;Masculino;02:51:40;1;1200,0;Cartão de Crédito
2026-01-06;160;Rio de Janeiro;Carla Souza;Fone de Ouvido;Junita Stengel;Feminino;21:18:40;5;1250,0;Pix
2026-01-06;419;Salvador;Juliana Santos;Fone de Ouvido;Louise Thompson;Masculino;05:29:41;4;1000,0;Dinheiro
2026-01-06;617;São Paulo;Aline Maria;Notebook;Patricia Ribeiro;Feminino;05:23:43;5;17500,0;Boleto
2026-01-06;903;São Paulo;Lucas Silva;Smartphone;Heather Hook;Masculino;01:56:44;3;4500,0;Boleto
2026-01-06;1023;Salvador;Juliana Santos;Tablet;Wendy Bailey;Feminino;21:11:45;2;2400,0;Cartão de Crédito
2026-01-06;1172;Porto Alegre;Mariana Lima;Tablet;Silvia Irick;Masculino;06:34:47;2;2400,0;Cartão de Crédito
2026-01-06;1181;Porto Alegre;Mariana Lima;Notebook;Ronald Serrano;Feminino;18:01:47;4;14000,0;Cartão de Crédito
2026-01-06;1394;Salvador;Juliana Santos;Notebook;Lindsey Holliday;Masculino;03:47:48;1;3500,0;Boleto
2026-01-06;1693;Rio de Janeiro;Carla Souza;Smartphone;Bryan Mata;Feminino;15:04:50;1;1500,0;Dinheiro
2026-01-07;1249;São Paulo;Aline Maria;Fone de Ouvido;Nellie Clarke;Masculino;07:52:47;4;1000,0;Cartão de Crédito
2026-01-08;1107;Porto Alegre;Rafael Oliveira;Tablet;Carol Sabatelli;Masculino;15:48:46;1;1200,0;Boleto
2026-01-08;1324;Rio de Janeiro;Bruno Costa;Smartwatch;Lenore Bursey;Feminino;00:38:48;2;1600,0;Pix
2026-01-08;1837;Belo Horizonte;Ana Paula;Tablet;Francis Kraemer;Masculino;14:26:51;3;3600,0;Cartão de Crédito
2026-01-08;1995;Porto Alegre;Mariana Lima;Notebook;Lisa Hein;Masculino;18:31:52;1;3500,0;Boleto
2026-01-09;6;Salvador;Juliana Santos;Smartphone;Rebecca Hankins;Feminino;13:52:39;2;3000,0;Dinheiro
2026-01-09;421;Rio de Janeiro;Carla Souza;Smartwatch;Neva Baxley;Feminino;04:25:41;4;3200,0;Cartão de Crédito
2026-01-09;542;Rio de Janeiro;Bruno Costa;Notebook;Timothy Frank;Feminino;12:51:42;4;14000,0;Dinheiro
2026-01-09;1615;São Paulo;Lucas Silva;Smartwatch;Clifton Kohl;Masculino;06:05:50;3;2400,0;Dinheiro
2026-01-09;1646;Rio de Janeiro;Bruno Costa;Fone de Ouvido;Bart Burtner;Feminino;00:42:50;3;750,0;Dinheiro
2026-01-09;1647;Porto Alegre;Mariana Lima;Notebook;Penny Brzozowski;Masculino;00:50:50;5;17500,0;Boleto
2026-01-09;1817;Belo Horizonte;Ana Paula;Smartphone;Robert Campbell;Masculino;16:22:51;5;7500,0;Pix
2026-01-10;56;Salvador;Thiago Pereira;Smartwatch;Sadye Hunter;Feminino;02:15:39;4;3200,0;Dinheiro
2026-01-10;525;Salvador;Thiago Pereira;Smartphone;Henry Jesus;Masculino;15:18:42;3;4500,0;Cartão de Crédito
2026-01-10;618;Porto Alegre;Mariana Lima;Smartwatch;Patricia Cox;Masculino;18:51:43;5;4000,0;Boleto
2026-01-10;804;Salvador;Thiago Pereira;Tablet;Rita Moore;Masculino;08:54:44;4;4800,0;Cartão de Crédito
2026-01-10;1653;Rio de Janeiro;Carla Souza;Smartphone;Jose Schnackenberg;Masculino;17:08:50;1;1500,0;Dinheiro
2026-01-11;523;Rio de Janeiro;Carla Souza;Notebook;Angel Chesley;Feminino;19:45:42;5;17500,0;Boleto
2026-01-11;1373;Porto Alegre;Mariana Lima;Notebook;Geraldine Bautista;Feminino;13:22:48;4;14000,0;Dinheiro
2026-01-11;1490;Porto Alegre;Mariana Lima;Smartwatch;Ryan Dollar;Feminino;12:11:49;5;4000,0;Boleto
2026-01-11;1515;Porto Alegre;Mariana Lima;Notebook;Roderick Pommer;Feminino;01:34:49;1;3500,0;Dinheiro
2026-01-11;1832;Rio de Janeiro;Carla Souza;Smartphone;Mary Futch;Masculino;10:26:51;1;1500,0;Boleto
2026-01-11;1893;São Paulo;Aline Maria;Smartwatch;May Ward;Feminino;08:17:51;4;3200,0;Cartão de Crédito
2026-01-12;206;Porto Alegre;Rafael Oliveira;Smartwatch;Doug Bancroft;Masculino;15:21:40;4;3200,0;Dinheiro
2026-01-13;230;Porto Alegre;Rafael Oliveira;Tablet;Esther Hissem;Feminino;03:56:40;2;2400,0;Dinheiro
2026-01-13;416;São Paulo;Lucas Silva;Smartphone;Eleanor Cornelius;Feminino;23:37:41;3;4500,0;Dinheiro
2026-01-13;697;Porto Alegre;Mariana Lima;Smartphone;Eleanora Garber;Masculino;23:33:43;3;4500,0;Pix
2026-01-13;747;Salvador;Thiago Pereira;Smartphone;Madge Hickey;Masculino;05:27:43;2;3000,0;Cartão de Crédito
2026-01-13;774;São Paulo;Aline Maria;Notebook;Genevieve Beam;Masculino;03:54:44;5;17500,0;Boleto
2026-01-13;878;Rio de Janeiro;Bruno Costa;Tablet;Michael Gorman;Masculino;03:47:44;1;1200,0;Pix
2026-01-13;884;São Paulo;Aline Maria;Notebook;Joanne Watkins;Masculino;09:28:44;3;10500,0;Pix
2026-01-13;913;Porto Alegre;Rafael Oliveira;Tablet;George Meyer;Masculino;11:42:44;3;3600,0;Boleto
2026-01-13;916;Rio de Janeiro;Carla Souza;Fone de Ouvido;Raymond Kennedy;Feminino;10:20:44;5;1250,0;Cartão de Crédito
2026-01-13;1081;Rio de Janeiro;Carla Souza;Smartphone;Ronald Lord;Feminino;17:49:46;5;7500,0;Boleto
2026-01-13;1302;São Paulo;Lucas Silva;Fone de Ouvido;David Mcilwain;Masculino;12:22:48;2;500,0;Boleto
2026-01-13;1328;Belo Horizonte;Fernando Alves;Smartphone;Judy Ogawa;Masculino;22:16:48;5;7500,0;Boleto
2026-01-13;1447;Porto Alegre;Rafael Oliveira;Fone de Ouvido;Jessica Johnson;Feminino;22:33:49;1;250,0;Boleto
2026-01-13;1908;Salvador;Juliana Santos;Fone de Ouvido;Justin Farmer;Feminino;20:52:51;1;250,0;Dinheiro
2026-01-14;229;Salvador;Juliana Santos;Notebook;Mary Tyner;Masculino;13:08:40;3;10500,0;Cartão de Crédito
2026-01-14;773;Porto Alegre;Rafael Oliveira;Tablet;Rita Vazquez;Feminino;21:35:44;4;4800,0;Pix
2026-01-14;840;Salvador;Juliana Santos;Tablet;Nigel Obando;Feminino;10:14:44;1;1200,0;Dinheiro
2026-01-14;1597;Porto Alegre;Rafael Oliveira;Notebook;Adam Lee;Masculino;23:37:50;1;3500,0;Dinheiro
2026-01-14;1634;Salvador;Juliana Santos;Smartphone;Jennifer Greene;Masculino;17:46:50;1;1500,0;Pix
2026-01-14;1891;Rio de Janeiro;Carla Souza;Fone de Ouvido;Linda Turner;Masculino;18:56:51;5;1250,0;Cartão de Crédito
2026-01-15;36;Belo Horizonte;Ana Paula;Smartphone;Stephen Deshotel;Feminino;18:18:39;1;1500,0;Boleto
2026-01-15;475;Porto Alegre;Rafael Oliveira;Notebook;Eric Hyde;Feminino;16:38:42;2;7000,0;Dinheiro
2026-01-15;584;Porto Alegre;Rafael Oliveira;Smartphone;David Clark;Masculino;12:46:42;5;7500,0;Cartão de Crédito
2026-01-15;911;Salvador;Juliana Santos;Notebook;Adella Martinez;Masculino;02:06:44;5;17500,0;Boleto
2026-01-15;1406;São Paulo;Lucas Silva;Notebook;Gloria Racette;Feminino;09:19:48;1;3500,0;Pix
2026-01-15;1737;Rio de Janeiro;Carla Souza;Tablet;Alfonso Edwards;Masculino;10:35:50;5;6000,0;Cartão de Crédito
2026-01-15;1847;Belo Horizonte;Ana Paula;Notebook;Daniel Fugitt;Feminino;07:52:51;1;3500,0;Cartão de Crédito
2026-01-16;1683;São Paulo;Lucas Silva;Smartwatch;Stephen Brown;Masculino;04:59:50;2;1600,0;Pix
2026-01-17;893;Salvador;Thiago Pereira;Smartwatch;Carol Weldon;Masculino;17:26:44;2;1600,0;Dinheiro
2026-01-17;1130;Belo Horizonte;Fernando Alves;Smartwatch;Randy Battle;Masculino;02:38:46;2;1600,0;Cartão de Crédito
2026-01-17;1480;Rio de Janeiro;Carla Souza;Smartphone;Marvin Lowe;Masculino;02:06:49;2;3000,0;Dinheiro
2026-01-17;1598;Salvador;Juliana Santos;Smartwatch;Monica Stewart;Feminino;10:39:50;5;4000,0;Dinheiro
2026-01-17;1782;São Paulo;Aline Maria;Fone de Ouvido;Terrence Stover;Masculino;21:41:51;4;1000,0;Boleto
2026-01-18;94;São Paulo;Lucas Silva;Fone de Ouvido;Lori Dunning;Masculino;14:22:39;5;1250,0;Pix
2026-01-18;149;Belo Horizonte;Ana Paula;Tablet;Nancy Orenstein;Feminino;12:43:40;3;3600,0;Cartão de Crédito
2026-01-18;462;São Paulo;Aline Maria;Smartphone;Mabel Oxendine;Feminino;11:28:41;2;3000,0;Boleto
2026-01-18;1082;Porto Alegre;Rafael Oliveira;Notebook;Brenda Kile;Feminino;14:23:46;1;3500,0;Cartão de Crédito
2026-01-18;1605;São Paulo;Aline Maria;Smartphone;Brandon Lupez;Masculino;13:10:50;2;3000,0;Dinheiro
2026-01-19;860;Salvador;Juliana Santos;Tablet;Julie Johnson;Masculino;17:32:44;3;3600,0;Dinheiro
2026-01-19;974;Salvador;Juliana Santos;Smartphone;Joseph Hassell;Masculino;20:09:45;5;7500,0;Dinheiro
2026-01-19;1512;Belo Horizonte;Fernando Alves;Smartwatch;Sherry Evans;Feminino;21:25:49;2;1600,0;Dinheiro
2026-01-19;1987;Belo Horizonte;Ana Paula;Notebook;Jesse Lowe;Masculino;07:01:52;4;14000,0;Pix
2026-01-20;238;Belo Horizonte;Fernando Alves;Notebook;Allen Schumacher;Masculino;19:28:40;1;3500,0;Pix
2026-01-20;782;Belo Horizonte;Ana Paula;Notebook;Barry Howlett;Feminino;14:08:44;3;10500,0;Boleto
2026-01-20;1513;Porto Alegre;Rafael Oliveira;Smartphone;Walter Mayeux;Masculino;14:44:49;2;3000,0;Cartão de Crédito
2026-01-20;1600;Rio de Janeiro;Carla Souza;Tablet;Keith Jones;Feminino;02:47:50;3;3600,0;Cartão de Crédito
2026-01-21;624;Belo Horizonte;Ana Paula;Notebook;John Waldorf;Masculino;22:16:43;2;7000,0;Cartão de Crédito
2026-01-21;1092;Porto Alegre;Mariana Lima;Tablet;Heidi Rea;Feminino;07:18:46;1;1200,0;Cartão de Crédito
2026-01-21;1748;São Paulo;Aline Maria;Smartwatch;Karen Lam;Feminino;05:33:50;3;2400,0;Dinheiro
2026-01-21;1829;Salvador;Thiago Pereira;Notebook;Brooke Gomez;Feminino;08:37:51;1;3500,0;Dinheiro
2026-01-22;71;Rio de Janeiro;Bruno Costa;Smartwatch;Lawrence Crouch;Feminino;21:53:39;4;3200,0;Boleto
2026-01-22;197;Rio de Janeiro;Bruno Costa;Fone de Ouvido;Lou Plata;Feminino;21:23:40;4;1000,0;Dinheiro
2026-01-22;989;Porto Alegre;Rafael Oliveira;Smartwatch;Katherine Day;Feminino;19:21:45;3;2400,0;Boleto
2026-01-22;1006;Porto Alegre;Rafael Oliveira;Notebook;Hattie Petrie;Masculino;14:24:45;1;3500,0;Dinheiro
2026-01-22;1049;São Paulo;Aline Maria;Notebook;Pam Lelacheur;Feminino;07:24:45;1;3500,0;Cartão de Crédito
2026-01-22;1949;Porto Alegre;Mariana Lima;Tablet;Crystal Turner;Masculino;03:44:51;3;3600,0;Boleto
2026-01-23;214;São Paulo;Aline Maria;Smartphone;Jacqueline Rodriguez;Feminino;11:14:40;5;7500,0;Pix
2026-01-23;1217;São Paulo;Aline Maria;Smartphone;Nathaniel Monson;Masculino;14:07:47;1;1500,0;Boleto
2026-01-23;1470;Porto Alegre;Mariana Lima;Tablet;Joshua Bartz;Masculino;05:31:49;2;2400,0;Boleto
2026-01-23;1610;Rio de Janeiro;Bruno Costa;Tablet;Brett Draper;Feminino;04:37:50;2;2400,0;Cartão de Crédito
2026-01-24;892;Porto Alegre;Rafael Oliveira;Smartwatch;Hazel Greene;Masculino;04:30:44;2;1600,0;Dinheiro
2026-01-25;439;Salvador;Juliana Santos;Tablet;Carl Troiano;Masculino;09:09:41;4;4800,0;Cartão de Crédito
2026-01-25;800;Salvador;Juliana Santos;Notebook;Margie Partain;Feminino;22:15:44;1;3500,0;Dinheiro
2026-01-25;831;Rio de Janeiro;Bruno Costa;Smartphone;James Marini;Masculino;21:05:44;3;4500,0;Pix
2026-01-25;1340;São Paulo;Lucas Silva;Tablet;Diane Tokarski;Masculino;13:38:48;2;2400,0;Dinheiro
2026-01-25;1889;Belo Horizonte;Ana Paula;Notebook;Hubert Light;Masculino;05:38:51;1;3500,0;Dinheiro
2026-01-26;501;Porto Alegre;Mariana Lima;Notebook;Velma Pair;Feminino;03:13:42;3;10500,0;Cartão de Crédito
2026-01-26;788;Belo Horizonte;Fernando Alves;Notebook;Ramon Price;Feminino;17:48:44;4;14000,0;Cartão de Crédito
2026-01-26;1170;Belo Horizonte;Fernando Alves;Fone de Ouvido;Jennifer Webster;Masculino;20:56:47;1;250,0;Pix
2026-01-26;1902;Porto Alegre;Rafael Oliveira;Notebook;Eleanor Galindo;Masculino;23:07:51;4;14000,0;Boleto
2026-01-27;335;São Paulo;Aline Maria;Smartwatch;Alfredo Taylor;Masculino;21:16:41;1;800,0;Dinheiro
2026-01-27;465;Rio de Janeiro;Carla Souza;Smartphone;Howard Chagoya;Feminino;23:27:42;2;3000,0;Dinheiro
2026-01-27;936;Rio de Janeiro;Carla Souza;Notebook;Socorro Marriott;Feminino;12:11:45;4;14000,0;Cartão de Crédito
2026-01-27;1029;Belo Horizonte;Fernando Alves;Fone de Ouvido;Paul Ester;Masculino;04:41:45;1;250,0;Cartão de Crédito
2026-01-27;1067;São Paulo;Aline Maria;Fone de Ouvido;Sherry Blevins;Masculino;08:18:45;5;1250,0;Dinheiro
2026-01-27;1159;Porto Alegre;Rafael Oliveira;Fone de Ouvido;Rita Woll;Feminino;09:18:46;3;750,0;Boleto
2026-01-27;1464;Porto Alegre;Rafael Oliveira;Smartwatch;Carol Crum;Feminino;13:23:49;5;4000,0;Dinheiro
2026-01-27;1517;Salvador;Juliana Santos;Smartphone;Bradley Walker;Feminino;14:52:49;1;1500,0;Pix
2026-01-27;1739;Belo Horizonte;Fernando Alves;Smartwatch;James Cultice;Masculino;15:32:50;5;4000,0;Boleto
2026-01-27;1820;Porto Alegre;Rafael Oliveira;Smartphone;Tammy Fore;Feminino;00:49:51;3;4500,0;Dinheiro
2026-01-28;785;Salvador;Thiago Pereira;Smartphone;Vickie Marks;Masculino;14:10:44;2;3000,0;Dinheiro
2026-01-28;950;Porto Alegre;Mariana Lima;Notebook;Glen Neff;Masculino;16:41:45;5;17500,0;Dinheiro
2026-01-28;1235;Rio de Janeiro;Bruno Costa;Fone de Ouvido;Samuel Brown;Feminino;17:49:47;3;750,0;Boleto
2026-01-28;1291;Rio de Janeiro;Carla Souza;Smartphone;Johnny Sutton;Masculino;13:03:48;2;3000,0;Pix
2026-01-28;1504;Porto Alegre;Rafael Oliveira;Notebook;Earl Hart;Masculino;17:21:49;5;17500,0;Pix
2026-01-28;1625;Porto Alegre;Rafael Oliveira;Fone de Ouvido;Richard Robey;Masculino;11:30:50;4;1000,0;Dinheiro
2026-01-29;21;Salvador;Thiago Pereira;Fone de Ouvido;Jill Bindel;Masculino;16:09:39;3;750,0;Pix
2026-01-29;383;Porto Alegre;Rafael Oliveira;Tablet;Carol Archer;Masculino;20:36:41;2;2400,0;Pix
2026-01-29;683;Porto Alegre;Rafael Oliveira;Tablet;Thomas Snow;Masculino;00:43:43;1;1200,0;Cartão de Crédito
2026-01-29;848;Salvador;Juliana Santos;Smartwatch;Jean Fisher;Feminino;06:21:44;2;1600,0;Pix
2026-01-29;901;Belo Horizonte;Ana Paula;Tablet;Laura Osborne;Masculino;14:01:44;3;3600,0;Boleto
2026-01-29;1293;Rio de Janeiro;Carla Souza;Smartwatch;Julie Mayes;Masculino;11:24:48;4;3200,0;Pix
2026-01-30;690;Salvador;Juliana Santos;Fone de Ouvido;Phillip Godsey;Feminino;07:02:43;3;750,0;Boleto
2026-01-30;837;São Paulo;Lucas Silva;Fone de Ouvido;Muriel Jones;Masculino;17:20:44;3;750,0;Boleto
2026-01-30;1260;Porto Alegre;Mariana Lima;Fone de Ouvido;Mary Adams;Feminino;16:55:47;1;250,0;Boleto
2026-01-31;107;São Paulo;Lucas Silva;Smartphone;Laurel Williamson;Feminino;10:57:39;3;4500,0;Dinheiro
2026-01-31;122;Porto Alegre;Mariana Lima;Smartphone;Loren Nemith;Feminino;07:33:39;4;6000,0;Boleto
2026-01-31;194;Belo Horizonte;Ana Paula;Notebook;Lillian Nichols;Feminino;05:09:40;1;3500,0;Dinheiro
2026-01-31;539;Belo Horizonte;Fernando Alves;Tablet;Lance Flaherty;Masculino;19:22:42;5;6000,0;Cartão de Crédito
2026-01-31;1955;Porto Alegre;Rafael Oliveira;Smartphone;Maria Gibson;Feminino;05:05:51;1;1500,0;Cartão de Crédito
2026-02-01;268;Salvador;Thiago Pereira;Smartwatch;Janie Cultice;Masculino;18:50:40;4;3200,0;Dinheiro
2026-02-01;511;Porto Alegre;Mariana Lima;Fone de Ouvido;Kelly Shirley;Feminino;00:41:42;5;1250,0;Boleto
2026-02-01;963;Porto Alegre;Mariana Lima;Tablet;Keith Sanchez;Masculino;19:10:45;2;2400,0;Pix
2026-02-01;1546;Belo Horizonte;Ana Paula;Tablet;Erik Moon;Masculino;23:56:49;3;3600,0;Cartão de Crédito
2026-02-02;906;Porto Alegre;Rafael Oliveira;Smartphone;Jeffrey Harvey;Feminino;05:16:44;3;4500,0;Dinheiro
2026-02-02;1046;São Paulo;Aline Maria;Fone de Ouvido;Gordon Sult;Masculino;21:27:45;2;500,0;Dinheiro
2026-02-02;1306;Salvador;Juliana Santos;Tablet;Catherine Vitale;Feminino;00:14:48;1;1200,0;Pix
2026-02-02;1864;São Paulo;Lucas Silva;Tablet;Burt Duhl;Masculino;04:22:51;5;6000,0;Cartão de Crédito
2026-02-02;1940;Salvador;Thiago Pereira;Fone de Ouvido;Anita Abraham;Masculino;15:22:51;5;1250,0;Cartão de Crédito
2026-02-03;182;Porto Alegre;Mariana Lima;Smartwatch;Maurice Stewart;Feminino;21:57:40;3;2400,0;Dinheiro
2026-02-03;1666;Porto Alegre;Rafael Oliveira;Notebook;Alexandra Ochs;Masculino;01:36:50;5;17500,0;Boleto
